periodo,pib_indice,pib_media4,pib_crescimento,c_indice,c_media4,c_crescimento,i_indice,i_media4,i_crescimento,g_indice,g_media4,g_crescimento,x_indice,x_media4,x_crescimento,m_indice,m_media4,m_crescimento,vab_indice,vab_media4,vab_crescimento,agro_indice,agro_media4,agro_crescimento,industria_indice,industria_media4,industria_crescimento,extrativas_indice,extrativas_media4,extrativas_crescimento,transformacao_indice,transformacao_media4,transformacao_crescimento,eletricidade_indice,eletricidade_media4,eletricidade_crescimento,construcao_indice,construcao_media4,construcao_crescimento,servicos_indice,servicos_media4,servicos_crescimento,comercio_indice,comercio_media4,comercio_crescimento,transporte_indice,transporte_media4,transporte_crescimento,informacao_indice,informacao_media4,informacao_crescimento,financeiras_indice,financeiras_media4,financeiras_crescimento,imobiliarias_indice,imobiliarias_media4,imobiliarias_crescimento,outros_servicos_indice,outros_servicos_media4,outros_servicos_crescimento,administracao_indice,administracao_media4,administracao_crescimento,recessao,pib_tendencia,c_tendencia,i_tendencia,g_tendencia,x_tendencia,m_tendencia,vab_tendencia,agro_tendencia,industria_tendencia,extrativas_tendencia,transformacao_tendencia,eletricidade_tendencia,construcao_tendencia,servicos_tendencia,comercio_tendencia,transporte_tendencia,informacao_tendencia,financeiras_tendencia,imobiliarias_tendencia,outros_servicos_tendencia,administracao_tendencia,trimestre,data,pib_crescimento_pct,pib_tendencia_pct,c_crescimento_pct,c_tendencia_pct,i_crescimento_pct,i_tendencia_pct,g_crescimento_pct,g_tendencia_pct,x_crescimento_pct,x_tendencia_pct,m_crescimento_pct,m_tendencia_pct,vab_crescimento_pct,vab_tendencia_pct,agro_crescimento_pct,agro_tendencia_pct,industria_crescimento_pct,industria_tendencia_pct,extrativas_crescimento_pct,extrativas_tendencia_pct,transformacao_crescimento_pct,transformacao_tendencia_pct,eletricidade_crescimento_pct,eletricidade_tendencia_pct,construcao_crescimento_pct,construcao_tendencia_pct,servicos_crescimento_pct,servicos_tendencia_pct,comercio_crescimento_pct,comercio_tendencia_pct,transporte_crescimento_pct,transporte_tendencia_pct,informacao_crescimento_pct,informacao_tendencia_pct,financeiras_crescimento_pct,financeiras_tendencia_pct,imobiliarias_crescimento_pct,imobiliarias_tendencia_pct,outros_servicos_crescimento_pct,outros_servicos_tendencia_pct,administracao_crescimento_pct,administracao_tendencia_pct
2003Q4,"118,8","117,5825","0,011614651667993137","112,65","111,9725","-0,005572824156305445","102,07","100,28750000000001","-0,03946076670737242","116,34","112,73","0,01574572567747179","186,12","178,325","0,11071317346620968","108,8","101,4","-0,0067100945290687886","119,24","118,005","0,0124621951481092","144,26","144,5375","0,07458830526746207","111,27","108,2525","0,0009708962296861579","163,63","147,525","0,04479461756373948","109,76","106,7775","0,026533996683250516","116,56","115,5575","0,0372971881241444","102,95","101,16","-0,08854600743326968","120,93","119,595","0,01026355803345158","108,22","105,095","-0,003956877147257454","120,43","116,8225","-0,02218083659419523","183,02","183,45749999999998","0,023059013788007565","110,0","107,2625","-0,030417391697362683","127,05","127,58","0,03879819240320814","112,49","112,9825","-0,0002212242550272414","125,99","123,735","0,03215715715715728",False,"0,026798411607177115","0,02542250730942085","0,02297209530537584","0,023291671842586143","0,06971250080820132","0,0418207902224174","0,026505579400644623","0,03592084983887261","0,017366576784849992","0,04423112195811858","0,013701985121605371","0,025372821208714234","0,018802966393994987","0,029144839840436688","0,021879932623439974","0,023252367794617607","0,06541706242321112","0,03690857282476333","0,03560723309486455","0,02362036453446176","0,023944988421069745",4T2003,2003-10-01,"1,1614651667993137","2,6798411607177117","-0,5572824156305445","2,542250730942085","-3,946076670737242","2,297209530537584","1,574572567747179","2,329167184258614","11,071317346620969","6,971250080820132","-0,6710094529068789","4,18207902224174","1,24621951481092","2,6505579400644623","7,458830526746207","3,592084983887261","0,09708962296861579","1,7366576784849992","4,479461756373948","4,423112195811858","2,6533996683250516","1,3701985121605371","3,72971881241444","2,5372821208714234","-8,854600743326968","1,8802966393994986","1,026355803345158","2,914483984043669","-0,3956877147257454","2,1879932623439973","-2,218083659419523","2,3252367794617608","2,3059013788007565","6,541706242321112","-3,0417391697362683","3,690857282476333","3,8798192403208143","3,560723309486455","-0,02212242550272414","2,362036453446176","3,215715715715728","2,3944988421069744"
2004Q1,"120,44","118,325","0,012493047533478796","113,25","112,2225","-0,0032197894923835513","105,45","100,56","-0,04385652142908081","114,1","113,7525","0,026786117254140818","194,41","184,1225","0,11049290571613812","107,18","103,315","0,026962550632439575","120,87","118,8075","0,014213457967859666","145,96","144,51","0,03706627435501808","113,04","110,155","0,019812063139378777","143,24","148,3175","0,04592574309791608","113,1","110,055","0,06356454301659786","117,26","115,83500000000001","0,01828491055338244","106,93","101,385","-0,08472510607565231","122,93","120,5525","0,013727716111671784","111,51","106,795","0,012946979038224393","121,01","118,9625","0,011994640692456704","185,28","184,065","0,018382505498153456","107,74","107,4525","-0,02291481961399433","129,56","127,8325","0,0234582974720281","112,93","112,61999999999999","-0,00932441942294171","128,82","125,61749999999999","0,04309646882979368",False,"0,026670930540639876","0,02538470351395613","0,022928620432489","0,023141873831320603","0,06910350668375008","0,04180856705425007","0,026373558963827468","0,0359326614106005","0,01723023471075944","0,043950138260059696","0,013473486387973663","0,02540049415703123","0,018733642872314646","0,028999330661465227","0,021771423171347642","0,02309005713125568","0,06505104823868865","0,036775567281885926","0,035424892178406525","0,023684369924513633","0,023686254056859875",1T2004,2004-01-01,"1,2493047533478796","2,6670930540639874","-0,3219789492383551","2,538470351395613","-4,38565214290808","2,2928620432489","2,6786117254140818","2,3141873831320603","11,049290571613813","6,910350668375008","2,6962550632439575","4,180856705425007","1,4213457967859666","2,6373558963827466","3,706627435501808","3,59326614106005","1,9812063139378777","1,7230234710759442","4,592574309791608","4,39501382600597","6,356454301659786","1,3473486387973663","1,8284910553382439","2,5400494157031233","-8,472510607565232","1,8733642872314646","1,3727716111671784","2,899933066146523","1,2946979038224393","2,177142317134764","1,1994640692456704","2,309005713125568","1,8382505498153456","6,505104823868865","-2,291481961399433","3,6775567281885926","2,34582974720281","3,5424892178406524","-0,932441942294171","2,3684369924513633","4,309646882979368","2,3686254056859877"
2004Q2,"123,76","120,145","0,025259205529717832","114,8","113,0975","0,00968641892645894","108,94","103,5375","0,0001207437816952428","118,31","115,5325","0,04224176815516478","200,71","190,005","0,08232579997436651","111,26","106,425","0,06884603796324207","124,08","120,605","0,026163532715051563","148,49","145,13","0,011940662750361763","115,85","112,53999999999999","0,04426092604620924","145,96","149,56","0,05815763407386454","114,28","112,1825","0,07751230639932771","123,95","118,3375","0,036956712232737665","111,23","104,68","-0,025688756515264255","124,94","122,13250000000001","0,025268106361098885","113,77","109,24249999999999","0,039563210734167464","122,72","120,7325","0,032939062733942315","189,08","185,275","0,013012930916646237","115,61","110,3375","0,015484791311950685","133,24","129,15","0,021170610211706187","116,33","113,6825","0,0013873596124200915","126,97","126,55250000000001","0,042485275340829576",False,"0,026543449474102636","0,025346899718491404","0,02288514555960216","0,022992075820055066","0,06849451255929885","0,041796343886082735","0,026241538527010316","0,0359444729823284","0,01709389263666889","0,0436691545620008","0,013244987654341959","0,02542816710534823","0,018664319350634305","0,028853821482493762","0,021662913719255314","0,022927746467893754","0,0646850340541662","0,036642561739008525","0,0352425512619485","0,023748375314565504","0,02342751969265",2T2004,2004-04-01,"2,525920552971783","2,6543449474102636","0,968641892645894","2,5346899718491405","0,01207437816952428","2,288514555960216","4,224176815516478","2,2992075820055065","8,232579997436652","6,8494512559298855","6,884603796324207","4,179634388608274","2,6163532715051563","2,6241538527010317","1,1940662750361763","3,59444729823284","4,426092604620924","1,709389263666889","5,815763407386454","4,36691545620008","7,751230639932771","1,324498765434196","3,6956712232737665","2,542816710534823","-2,5688756515264255","1,8664319350634304","2,5268106361098885","2,885382148249376","3,9563210734167464","2,1662913719255315","3,2939062733942315","2,2927746467893755","1,3012930916646237","6,46850340541662","1,5484791311950685","3,6642561739008523","2,1170610211706187","3,5242551261948503","0,13873596124200915","2,3748375314565506","4,248527534082958","2,342751969265"
2004Q3,"125,34","122,08500000000001","0,04008348952121321","117,16","114,465","0,023699861378169373","111,15","106,9025","0,05180174640265656","118,24","116,7475","0,047932141013845575","204,33","196,3925","0,11497956171227441","111,27","109,6275","0,11119276284114243","125,65","122,46","0,039404163218537125","148,48","146,7975","0,01826032670897937","120,04","115,05","0,06274392074452106","148,17","150,25","0,056090532086876976","119,02","114,03999999999999","0,07407581822462905","123,64","120,35249999999999","0,04672551748130105","116,25","109,34","0,050563282169537205","126,17","123,7425","0,037303267179412014","116,25","112,4375","0,07783928870994794","122,98","121,78500000000001","0,046083147225562726","193,12","187,625","0,021338559102909604","108,28","110,4075","0,025210669266662045","137,43","131,82","0,03595426146410463","117,9","114,9125","0,01248953698400812","128,47","127,56249999999999","0,04164540165356723",False,"0,026415968407565396","0,025309095923026683","0,02284167068671532","0,022842277808789526","0,06788551843484761","0,041784120717915395","0,02610951809019316","0,03595628455405629","0,01695755056257834","0,043388170863941915","0,013016488920710252","0,025455840053665232","0,018594995828953964","0,0287083123035223","0,021554404267162985","0,022765435804531824","0,06431901986964374","0,036509556196131124","0,03506021034549048","0,023812380704617376","0,02316878532844013",3T2004,2004-07-01,"4,008348952121321","2,6415968407565398","2,3699861378169373","2,530909592302668","5,180174640265656","2,284167068671532","4,7932141013845575","2,2842277808789526","11,497956171227441","6,788551843484761","11,119276284114243","4,17841207179154","3,9404163218537125","2,610951809019316","1,8260326708979369","3,5956284554056293","6,2743920744521064","1,695755056257834","5,609053208687698","4,338817086394191","7,407581822462905","1,3016488920710252","4,672551748130105","2,545584005366523","5,0563282169537205","1,8594995828953964","3,7303267179412014","2,87083123035223","7,783928870994794","2,1554404267162983","4,608314722556273","2,276543580453182","2,1338559102909604","6,431901986964374","2,5210669266662045","3,6509556196131125","3,595426146410463","3,5060210345490477","1,248953698400812","2,3812380704617375","4,164540165356723","2,316878532844013"
2004Q4,"126,29","123,9575","0,054217251716879744","120,04","116,3125","0,03875951684565404","109,28","108,705","0,08393369063941147","117,76","117,10249999999999","0,03878736804754723","211,04","202,6225","0,136254030562176","115,62","111,33250000000001","0,09795364891518732","126,57","124,2925","0,053281640608448866","146,73","147,41500000000002","0,019908328288506638","119,83","117,19","0,08256160365811405","150,72","147,0225","-0,0034062023385866835","119,68","116,52","0,09124113226101005","125,16","122,50250000000001","0,060099950241222055","113,13","111,885","0,10602016607354692","128,25","125,5725","0,0499811865044526","116,4","114,4825","0,08932394500214103","124,97","122,92","0,05219456868325878","197,65","191,28250000000003","0,042652930515242105","114,4","111,5075","0,03957580701549923","138,12","134,5875","0,05492632073992798","120,99","117,03750000000001","0,03589051401765775","129,52","128,445","0,03806522002666979",False,"0,026288487341028156","0,02527129212756196","0,02279819581382848","0,022692479797523986","0,06727652431039638","0,04177189754974806","0,025977497653376008","0,03596809612578418","0,01682120848848779","0,04310718716588302","0,012787990187078546","0,02548351300198223","0,018525672307273623","0,02856280312455084","0,021445894815070653","0,022603125141169897","0,06395300568512127","0,03637655065325372","0,034877869429032454","0,023876386094669248","0,02291005096423026",4T2004,2004-10-01,"5,421725171687974","2,6288487341028155","3,875951684565404","2,5271292127561957","8,393369063941147","2,279819581382848","3,8787368047547233","2,269247979752399","13,6254030562176","6,727652431039638","9,795364891518732","4,1771897549748065","5,328164060844887","2,5977497653376007","1,9908328288506638","3,596809612578418","8,256160365811404","1,6821208488487789","-0,34062023385866835","4,310718716588302","9,124113226101006","1,2787990187078546","6,0099950241222055","2,548351300198223","10,602016607354692","1,8525672307273624","4,99811865044526","2,856280312455084","8,932394500214102","2,144589481507065","5,219456868325878","2,2603125141169897","4,2652930515242105","6,395300568512127","3,957580701549923","3,6376550653253723","5,492632073992798","3,4877869429032455","3,589051401765775","2,387638609466925","3,806522002666979","2,2910050964230257"
2005Q1,"127,41","125,7","0,06232833298119589","119,32","117,83000000000001","0,04996769809975743","107,29","109,165","0,08557080350039792","118,35","118,165","0,03879035625590643","220,53","209,15249999999997","0,13594210376244065","118,52","114,16749999999999","0,10504283017954785","127,81","126,02749999999999","0,06077057424825871","150,44","148,535","0,027852743754757547","118,5","118,55499999999999","0,0762561844673415","147,49","148,085","-0,0015675830566183047","117,85","117,70750000000001","0,0695334151106266","126,4","124,7875","0,07728665774593169","109,49","112,525","0,10987818710854658","128,33","126,92250000000001","0,05284004894133276","116,88","115,825","0,08455452034271271","128,13","124,69999999999999","0,048229484081117935","199,29","194,78500000000003","0,05824029554776855","116,34","113,6575","0,05774644610409241","138,12","136,72750000000002","0,06958324369780788","120,11","118,83250000000001","0,05516338128218812","129,68","128,66","0,024220351463769108",False,"0,026161006274490917","0,025233488332097237","0,02275472094094164","0,02254268178625845","0,06666753018594515","0,04175967438158073","0,025845477216558853","0,035979907697512074","0,01668486641439724","0,042826203467824134","0,01255949145344684","0,02551118595029923","0,018456348785593286","0,02841729394557938","0,021337385362978325","0,02244081447780797","0,06358699150059881","0,03624354511037632","0,03469552851257443","0,02394039148472112","0,022651316600020385",1T2005,2005-01-01,"6,232833298119589","2,6161006274490917","4,996769809975743","2,523348833209724","8,557080350039792","2,275472094094164","3,8790356255906433","2,254268178625845","13,594210376244064","6,666753018594515","10,504283017954785","4,1759674381580725","6,077057424825871","2,5845477216558854","2,7852743754757547","3,5979907697512075","7,62561844673415","1,668486641439724","-0,15675830566183047","4,282620346782413","6,953341511062661","1,255949145344684","7,728665774593169","2,551118595029923","10,987818710854658","1,8456348785593286","5,284004894133276","2,841729394557938","8,455452034271271","2,1337385362978325","4,8229484081117935","2,244081447780797","5,824029554776855","6,358699150059881","5,774644610409241","3,624354511037632","6,958324369780788","3,469552851257443","5,516338128218812","2,3940391484721117","2,4220351463769108","2,2651316600020386"
2005Q2,"128,75","126,9475","0,05661908527196302","120,32","119,21000000000001","0,054046287495302936","112,38","110,025","0,062658457080768","119,01","118,34","0,02430052149827966","222,98","214,72","0,13007552432830716","121,08","116,6225","0,09581865163260517","128,95","127,24499999999999","0,05505576054060768","152,41","149,515","0,030214290635981467","121,14","119,8775","0,06519904034121216","160,62","151,75","0,014642952661139352","121,45","119,5","0,06522853386223337","125,65","125,2125","0,05809654589627122","112,15","112,755","0,07713985479556729","129,93","128,17000000000002","0,049434016334718445","118,75","117,07000000000001","0,07165251619104307","127,6","125,91999999999999","0,04296688961133066","203,69","198,4375","0,07104304412360007","116,13","113,7875","0,03126770137079404","138,91","138,145","0,06964769647696478","122,46","120,365","0,05878213445341185","129,87","129,385","0,022382015369115438",False,"0,026033525207953677","0,025195684536632512","0,022711246068054802","0,02239288377499291","0,06605853606149392","0,041747451213413396","0,025713456779741697","0,03599171926923997","0,016548524340306688","0,04254521976976525","0,012330992719815134","0,025538858898616228","0,018387025263912945","0,028271784766607917","0,021228875910885993","0,022278503814446043","0,06322097731607634","0,03611053956749893","0,03451318759611641","0,02400439687477299","0,022392582235810515",2T2005,2005-04-01,"5,661908527196302","2,603352520795368","5,404628749530294","2,5195684536632514","6,2658457080768","2,27112460680548","2,430052149827966","2,239288377499291","13,007552432830716","6,605853606149392","9,581865163260517","4,174745121341339","5,505576054060768","2,5713456779741697","3,0214290635981467","3,599171926923997","6,5199040341212156","1,6548524340306687","1,4642952661139352","4,254521976976525","6,522853386223337","1,2330992719815133","5,809654589627122","2,553885889861623","7,713985479556729","1,8387025263912944","4,9434016334718445","2,8271784766607917","7,165251619104307","2,1228875910885994","4,296688961133066","2,2278503814446045","7,104304412360007","6,322097731607634","3,1267701370794043","3,6110539567498927","6,964769647696478","3,451318759611641","5,878213445341185","2,400439687477299","2,2382015369115438","2,2392582235810514"
2005Q3,"128,02","127,6175","0,04531678748412982","122,24","120,47999999999999","0,05254881404796219","111,7","110,16250000000001","0,030495077290054073","120,25","118,8425","0,01794470973682527","226,71","220,315","0,12180964140687656","119,43","118,6625","0,08241545232719893","128,03","127,84","0,04393271272252175","145,23","148,7025","0,012977060236039284","118,55","119,505","0,03872229465449806","158,33","154,29000000000002","0,026888519134775413","117,79","119,19250000000001","0,04518151525780434","126,14","125,8375","0,04557445836189533","107,81","110,645","0,011935247850740849","130,79","129,325","0,045113845283552445","118,36","117,5975","0,04589216231239579","126,49","126,79749999999999","0,04115859917066933","203,7","201,0825","0,07172551632245172","118,98","116,4625","0,05484228879378672","140,62","138,9425","0,054032013351539954","123,94","121,875","0,060589579027521046","130,51","129,895","0,01828515433611",False,"0,025906044141416437","0,02515788074116779","0,02266777119516796","0,02224308576372737","0,0654495419370427","0,041735228045246056","0,025581436342924545","0,03600353084096786","0,016412182266216137","0,04226423607170635","0,012102493986183429","0,02556653184693323","0,018317701742232604","0,028126275587636453","0,021120366458793664","0,022116193151084117","0,06285496313155388","0,035977534024621526","0,034330846679658376","0,02406840226482486","0,022133847871600644",3T2005,2005-07-01,"4,531678748412982","2,5906044141416436","5,254881404796219","2,515788074116779","3,0495077290054073","2,2667771195167963","1,794470973682527","2,224308576372737","12,180964140687657","6,544954193704269","8,241545232719893","4,173522804524605","4,393271272252175","2,5581436342924544","1,2977060236039284","3,6003530840967857","3,8722294654498057","1,6412182266216138","2,6888519134775413","4,226423607170635","4,518151525780434","1,210249398618343","4,557445836189533","2,5566531846933227","1,1935247850740849","1,8317701742232604","4,5113845283552445","2,812627558763645","4,589216231239579","2,1120366458793662","4,115859917066933","2,2116193151084116","7,172551632245172","6,285496313155388","5,484228879378672","3,5977534024621525","5,403201335153995","3,4330846679658378","6,0589579027521046","2,406840226482486","1,8285154336109999","2,2133847871600643"
2005Q4,"129,64","128,455","0,036282596857794225","124,01","121,4725","0,04436324556689941","111,89","110,815","0,019410330711558732","120,22","119,45750000000001","0,020110586879016346","230,45","225,16750000000002","0,111266024256931","123,7","120,6825","0,08398266454090209","129,39","128,545","0,034213649254781986","146,51","148,64749999999998","0,008360750262863093","120,03","119,555","0,02018090280740692","161,39","156,95749999999998","0,06757469094866408","119,54","119,1575","0,022635599038791643","127,25","126,36","0,03148915328258606","109,22","109,6675","-0,019819457478661096","131,75","130,2","0,036851221405960644","119,45","118,36","0,03386980542877738","128,73","127,7375","0,039192157500813396","203,25","202,48250000000002","0,05855214146615606","120,47","117,98","0,058045422953613146","142,4","140,0125","0,04030834958670004","124,52","122,7575","0,048873224393890746","130,81","130,2175","0,013799680797228486",False,"0,025778563074879197","0,02512007694570307","0,02262429632228112","0,02209328775246183","0,06484054781259145","0,04172300487707872","0,02544941590610739","0,03601534241269575","0,016275840192125583","0,04198325237364746","0,011873995252551721","0,02559420479525023","0,018248378220552263","0,02798076640866499","0,021011857006701332","0,02195388248772219","0,06248894894703142","0,035844528481744124","0,03414850576320035","0,02413240765487673","0,02187511350739077",4T2005,2005-10-01,"3,6282596857794225","2,5778563074879197","4,436324556689941","2,512007694570307","1,9410330711558732","2,262429632228112","2,0110586879016346","2,209328775246183","11,1266024256931","6,484054781259145","8,398266454090209","4,172300487707872","3,4213649254781986","2,544941590610739","0,8360750262863093","3,601534241269575","2,018090280740692","1,6275840192125584","6,7574690948664085","4,198325237364746","2,2635599038791643","1,1873995252551721","3,1489153282586058","2,559420479525023","-1,9819457478661096","1,8248378220552264","3,6851221405960644","2,798076640866499","3,3869805428777378","2,101185700670133","3,9192157500813396","2,195388248772219","5,855214146615606","6,248894894703142","5,804542295361315","3,5844528481744122","4,030834958670004","3,414850576320035","4,887322439389075","2,4132407654876733","1,3799680797228486","2,187511350739077"
2006Q1,"131,74","129,5375","0,030529037390612412","125,28","122,96249999999999","0,043558516506831735","117,32","113,32249999999999","0,038084550909174064","121,84","120,33","0,01832183810773058","234,96","228,775","0,09381910328588017","133,74","124,48750000000001","0,09039350077736685","131,59","129,49","0,027474162385193956","151,48","148,9075","0,0025078264382132343","121,33","120,2625","0,014402597950318397","165,35","161,42249999999999","0,0900665158523819","120,57","119,8375","0,01809570333241295","128,19","126,8075","0,016187518781929366","110,46","109,91","-0,02323928015996457","133,91","131,595","0,036813803699107694","122,92","119,87","0,03492337578243032","130,65","128,3675","0,02941058540497199","201,32","202,98999999999998","0,04212336678902351","126,35","120,4825","0,06004883091744939","143,48","141,3525","0,033826406538552733","125,41","124,08249999999998","0,044179832958155085","133,63","131,20499999999998","0,019780817658946015",False,"0,025651082008341958","0,025082273150238345","0,02258082144939428","0,02194348974119629","0,06423155368814022","0,04171078170891139","0,025317395469290238","0,036027153984423646","0,016139498118035032","0,04170226867558857","0,011645496518920016","0,025621877743567226","0,018179054698871922","0,02783525722969353","0,020903347554609004","0,021791571824360263","0,062122934762508956","0,03571152293886672","0,03396616484674233","0,024196413044928602","0,0216163791431809",1T2006,2006-01-01,"3,0529037390612412","2,565108200834196","4,3558516506831735","2,5082273150238343","3,8084550909174064","2,258082144939428","1,8321838107730581","2,1943489741196287","9,381910328588017","6,423155368814022","9,039350077736685","4,171078170891139","2,7474162385193956","2,531739546929024","0,2507826438213234","3,6027153984423648","1,4402597950318397","1,6139498118035032","9,00665158523819","4,170226867558857","1,809570333241295","1,1645496518920015","1,6187518781929366","2,5621877743567225","-2,323928015996457","1,8179054698871921","3,6813803699107694","2,783525722969353","3,492337578243032","2,0903347554609004","2,941058540497199","2,1791571824360263","4,212336678902351","6,2122934762508955","6,004883091744939","3,5711522938866724","3,3826406538552733","3,396616484674233","4,4179832958155085","2,41964130449286","1,9780817658946015","2,16163791431809"
2006Q2,"132,14","130,385","0,027078122846058372","127,27","124,69999999999999","0,04605318345776355","116,6","114,3775","0,03955919109293338","121,89","121,05","0,02290011830319405","218,11","227,5575","0,05978716467958267","137,5","128,5925","0,1026388561383953","131,69","130,175","0,023026445046956834","153,23","149,1125","-0,00269203758820169","119,77","119,91999999999999","0,0003545285812600607","164,16","162,3075","0,06957166392092251","117,98","118,97","-0,004435146443514615","130,87","128,1125","0,023160626934211948","107,95","108,86","-0,03454392266418338","134,86","132,82750000000001","0,03633845673714586","121,93","120,66499999999999","0,030708123345007055","129,59","128,865","0,023387865311308875","200,85","202,28","0,019363779527558966","128,71","123,6275","0,08647698560913986","145,26","142,94","0,034709906257917256","126,49","125,08999999999999","0,039255597557429356","134,87","132,45499999999998","0,023727634578969647",False,"0,025523600941804718","0,025044469354773623","0,022537346576507442","0,02179369172993075","0,063622559563689","0,04169855854074405","0,025185375032473083","0,03603896555615154","0,01600315604394448","0,041421284977529685","0,01141699778528831","0,025649550691884227","0,018109731177191585","0,027689748050722066","0,020794838102516672","0,021629261160998337","0,06175692057798649","0,03557851739598932","0,033783823930284305","0,024260418434980474","0,02135764477897103",2T2006,2006-04-01,"2,7078122846058372","2,5523600941804716","4,605318345776355","2,5044469354773624","3,9559191092933377","2,253734657650744","2,290011830319405","2,1793691729930753","5,978716467958267","6,362255956368899","10,26388561383953","4,169855854074405","2,3026445046956834","2,518537503247308","-0,269203758820169","3,603896555615154","0,03545285812600607","1,6003156043944482","6,957166392092251","4,142128497752968","-0,4435146443514615","1,141699778528831","2,3160626934211948","2,564955069188423","-3,454392266418338","1,8109731177191586","3,6338456737145863","2,7689748050722067","3,0708123345007055","2,0794838102516673","2,3387865311308875","2,1629261160998334","1,9363779527558966","6,175692057798649","8,647698560913986","3,557851739598932","3,4709906257917256","3,3783823930284305","3,9255597557429356","2,4260418434980475","2,3727634578969647","2,1357644778971028"
2006Q3,"134,36","131,97","0,034105824044508015","128,61","126,2925","0,048244521912350624","117,61","115,85499999999999","0,051673663905593914","123,32","121,8175","0,025033132086585086","248,72","233,06","0,05784898894764323","145,89","135,2075","0,13942905298641128","133,97","131,66","0,029881101376720842","159,85","152,76749999999998","0,02733646038230697","121,73","120,715","0,010125099368227364","166,87","164,4425","0,065801412923715","120,02","119,5275","0,002810579524718415","133,38","129,9225","0,03246250124168082","109,38","109,2525","-0,01258529531384156","136,63","134,2875","0,038372317803982314","124,13","122,10749999999999","0,038351155424222405","130,45","129,85500000000002","0,024113251444232153","209,33","203,6875","0,012954881702783583","128,53","126,01499999999999","0,08202211012128346","147,86","144,75","0,041797866023714825","128,01","126,10749999999999","0,03472820512820496","135,76","133,76749999999998","0,029812540898417783",False,"0,02539611987526748","0,0250066655593089","0,0224938717036206","0,02164389371866521","0,06301356543923775","0,04168633537257672","0,025053354595655927","0,03605077712787943","0,01586681396985393","0,04114030127947079","0,011188499051656604","0,025677223640201228","0,018040407655511244","0,027544238871750604","0,020686328650424343","0,021466950497636406","0,061390906393464034","0,03544551185311193","0,03360148301382628","0,024324423825032346","0,021098910414761154",3T2006,2006-07-01,"3,4105824044508015","2,5396119875267478","4,824452191235062","2,50066655593089","5,167366390559391","2,24938717036206","2,5033132086585086","2,164389371866521","5,784898894764323","6,3013565439237755","13,94290529864113","4,168633537257672","2,988110137672084","2,505335459565593","2,733646038230697","3,605077712787943","1,0125099368227364","1,586681396985393","6,5801412923715","4,114030127947079","0,2810579524718415","1,1188499051656604","3,246250124168082","2,5677223640201228","-1,258529531384156","1,8040407655511244","3,8372317803982314","2,7544238871750606","3,8351155424222405","2,068632865042434","2,4113251444232153","2,1466950497636406","1,2954881702783583","6,139090639346404","8,202211012128346","3,544551185311193","4,1797866023714825","3,3601483013826283","3,472820512820496","2,4324423825032344","2,9812540898417783","2,1098910414761156"
2006Q4,"135,93","133,54250000000002","0,03960530925226746","130,45","127,90249999999999","0,05293379159892142","121,32","118,2125","0,0667554031493931","127,85","123,725","0,03572400226021788","242,53","236,07999999999998","0,04846392130302979","150,92","142,0125","0,17674476415387463","135,87","133,28","0,036835349488506086","160,67","156,3075","0,05153130728737465","125,15","121,995","0,02040901677052398","173,09","167,3675","0,0663236863482155","124,12","120,67250000000001","0,012714264733650893","133,8","131,56","0,04115226337448563","111,89","109,91999999999999","0,0023024141153940025","137,8","135,8","0,04301075268817223","127,89","124,2175","0,04948884758364325","132,61","130,825","0,02417066249143751","204,75","204,0625","0,007803143481535324","126,3","127,4725","0,08045855229699939","149,74","146,585","0,046942237300241274","129,74","127,4125","0,037920290002647405","136,93","135,2975","0,039011653579588135",False,"0,02526863880873024","0,024968861763844177","0,02245039683073376","0,02149409570739967","0,06240457131478652","0,041674112204409385","0,024921334158838775","0,03606258869960732","0,01573047189576338","0,0408593175814119","0,010960000318024897","0,025704896588518225","0,017971084133830903","0,027398729692779143","0,020577819198332015","0,02130463983427448","0,06102489220894157","0,035312506310234526","0,03341914209736826","0,024388429215084217","0,020840176050551287",4T2006,2006-10-01,"3,960530925226746","2,526863880873024","5,293379159892142","2,4968861763844177","6,67554031493931","2,245039683073376","3,572400226021788","2,149409570739967","4,846392130302979","6,240457131478652","17,674476415387463","4,167411220440939","3,6835349488506086","2,4921334158838775","5,153130728737465","3,6062588699607323","2,040901677052398","1,573047189576338","6,6323686348215505","4,085931758141189","1,2714264733650893","1,0960000318024898","4,115226337448563","2,5704896588518227","0,23024141153940025","1,7971084133830904","4,301075268817223","2,7398729692779145","4,948884758364325","2,0577819198332015","2,417066249143751","2,130463983427448","0,7803143481535324","6,102489220894157","8,045855229699939","3,5312506310234526","4,694223730024127","3,3419142097368257","3,7920290002647405","2,4388429215084217","3,9011653579588135","2,084017605055129"
